country_year;LOCATION;Country;SUBJECT;Subject;MEASURE;Measure;TIME;Time;Unit Code;Unit;PowerCode Code;PowerCode;Reference Period Code;Reference Period;Value;Flag Codes;Flags;year_min1;Value_min1
Israel2014IndexLabour utilisation (=hours worked per head of population);ISR;Israel;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2014;2014;IDX;Index;0;Units;2010_100;2010=100;101.536744;;;2013;101.447225
Israel2015IndexLabour utilisation (=hours worked per head of population);ISR;Israel;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2015;2015;IDX;Index;0;Units;2010_100;2010=100;101.87219;;;2014;101.536744
Israel2016IndexLabour utilisation (=hours worked per head of population);ISR;Israel;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2016;2016;IDX;Index;0;Units;2010_100;2010=100;103.580749;;;2015;101.87219
Israel2017IndexLabour utilisation (=hours worked per head of population);ISR;Israel;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2017;2017;IDX;Index;0;Units;2010_100;2010=100;104.108308;;;2016;103.580749
Slovenia1990IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1990;1990;IDX;Index;0;Units;2010_100;2010=100;65.869151;;;1989;#N/A
Slovenia1991IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1991;1991;IDX;Index;0;Units;2010_100;2010=100;59.896471;;;1990;65.869151
Slovenia1992IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1992;1992;IDX;Index;0;Units;2010_100;2010=100;56.792319;;;1991;59.896471
Slovenia1993IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1993;1993;IDX;Index;0;Units;2010_100;2010=100;58.56;;;1992;56.792319
Slovenia1994IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1994;1994;IDX;Index;0;Units;2010_100;2010=100;61.734763;;;1993;58.56
Slovenia1995IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1995;1995;IDX;Index;0;Units;2010_100;2010=100;64.313802;;;1994;61.734763
Slovenia1996IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1996;1996;IDX;Index;0;Units;2010_100;2010=100;66.536195;;;1995;64.313802
Slovenia1997IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1997;1997;IDX;Index;0;Units;2010_100;2010=100;70.063379;;;1996;66.536195
Slovenia1998IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1998;1998;IDX;Index;0;Units;2010_100;2010=100;72.51046;;;1997;70.063379
Slovenia1999IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1999;1999;IDX;Index;0;Units;2010_100;2010=100;76.282565;;;1998;72.51046
Slovenia2000IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2000;2000;IDX;Index;0;Units;2010_100;2010=100;79.225529;;;1999;76.282565
Slovenia2001IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2001;2001;IDX;Index;0;Units;2010_100;2010=100;81.457527;;;2000;79.225529
Slovenia2002IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2002;2002;IDX;Index;0;Units;2010_100;2010=100;84.451867;;;2001;81.457527
Slovenia2003IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2003;2003;IDX;Index;0;Units;2010_100;2010=100;86.797649;;;2002;84.451867
Slovenia2004IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2004;2004;IDX;Index;0;Units;2010_100;2010=100;90.530094;;;2003;86.797649
Slovenia2005IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2005;2005;IDX;Index;0;Units;2010_100;2010=100;93.987336;;;2004;90.530094
Slovenia2006IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2006;2006;IDX;Index;0;Units;2010_100;2010=100;98.955318;;;2005;93.987336
Slovenia2007IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2007;2007;IDX;Index;0;Units;2010_100;2010=100;105.246953;;;2006;98.955318
Slovenia2008IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2008;2008;IDX;Index;0;Units;2010_100;2010=100;108.594646;;;2007;105.246953
Slovenia2009IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2009;2009;IDX;Index;0;Units;2010_100;2010=100;99.123839;;;2008;108.594646
Slovenia2010IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2010;2010;IDX;Index;0;Units;2010_100;2010=100;100;;;2009;99.123839
Slovenia2011IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2011;2011;IDX;Index;0;Units;2010_100;2010=100;100.452342;;;2010;100
Slovenia2012IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2012;2012;IDX;Index;0;Units;2010_100;2010=100;97.583939;;;2011;100.452342
Slovenia2013IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2013;2013;IDX;Index;0;Units;2010_100;2010=100;96.349048;;;2012;97.583939
Slovenia2014IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2014;2014;IDX;Index;0;Units;2010_100;2010=100;99.083469;;;2013;96.349048
Slovenia2015IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2015;2015;IDX;Index;0;Units;2010_100;2010=100;101.293663;;;2014;99.083469
Slovenia2016IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2016;2016;IDX;Index;0;Units;2010_100;2010=100;104.333928;;;2015;101.293663
Slovenia2017IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2017;2017;IDX;Index;0;Units;2010_100;2010=100;109.363189;;;2016;104.333928
Slovenia2018IndexGDP per capita, constant prices ;SVN;Slovenia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2018;2018;IDX;Index;0;Units;2010_100;2010=100;113.96174;;;2017;109.363189
Slovak Republic1992IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1992;1992;IDX;Index;0;Units;2010_100;2010=100;46.549926;;;1991;#N/A
Slovak Republic1993IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1993;1993;IDX;Index;0;Units;2010_100;2010=100;47.274649;;;1992;46.549926
Slovak Republic1994IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1994;1994;IDX;Index;0;Units;2010_100;2010=100;50.002647;;;1993;47.274649
Slovak Republic1995IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1995;1995;IDX;Index;0;Units;2010_100;2010=100;52.762152;;;1994;50.002647
Slovak Republic1996IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1996;1996;IDX;Index;0;Units;2010_100;2010=100;56.219497;;;1995;52.762152
Slovak Republic1997IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1997;1997;IDX;Index;0;Units;2010_100;2010=100;59.521822;;;1996;56.219497
Slovak Republic1998IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1998;1998;IDX;Index;0;Units;2010_100;2010=100;61.825134;;;1997;59.521822
Slovak Republic1999IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1999;1999;IDX;Index;0;Units;2010_100;2010=100;61.643805;;;1998;61.825134
Slovak Republic2000IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2000;2000;IDX;Index;0;Units;2010_100;2010=100;62.330932;;;1999;61.643805
Slovak Republic2001IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2001;2001;IDX;Index;0;Units;2010_100;2010=100;64.651615;;;2000;62.330932
Slovak Republic2002IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2002;2002;IDX;Index;0;Units;2010_100;2010=100;67.586565;;;2001;64.651615
Slovak Republic2003IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2003;2003;IDX;Index;0;Units;2010_100;2010=100;71.240015;;;2002;67.586565
Slovak Republic2004IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2004;2004;IDX;Index;0;Units;2010_100;2010=100;74.944156;;;2003;71.240015
Slovak Republic2005IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2005;2005;IDX;Index;0;Units;2010_100;2010=100;79.933287;;;2004;74.944156
Slovak Republic2006IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2006;2006;IDX;Index;0;Units;2010_100;2010=100;86.628514;;;2005;79.933287
Slovak Republic2007IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2007;2007;IDX;Index;0;Units;2010_100;2010=100;95.883571;;;2006;86.628514
Slovak Republic2008IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2008;2008;IDX;Index;0;Units;2010_100;2010=100;101.107513;;;2007;95.883571
Slovak Republic2009IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2009;2009;IDX;Index;0;Units;2010_100;2010=100;95.414913;;;2008;101.107513
Slovak Republic2010IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2010;2010;IDX;Index;0;Units;2010_100;2010=100;100;;;2009;95.414913
Slovak Republic2011IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2011;2011;IDX;Index;0;Units;2010_100;2010=100;103.42604;;;2010;100
Slovak Republic2012IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2012;2012;IDX;Index;0;Units;2010_100;2010=100;104.981735;;;2011;103.42604
Slovak Republic2013IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2013;2013;IDX;Index;0;Units;2010_100;2010=100;106.413601;;;2012;104.981735
Slovak Republic2014IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2014;2014;IDX;Index;0;Units;2010_100;2010=100;109.228223;;;2013;106.413601
Slovak Republic2015IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2015;2015;IDX;Index;0;Units;2010_100;2010=100;113.70895;;;2014;109.228223
Slovak Republic2016IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2016;2016;IDX;Index;0;Units;2010_100;2010=100;117.08013;;;2015;113.70895
Slovak Republic2017IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2017;2017;IDX;Index;0;Units;2010_100;2010=100;120.644544;;;2016;117.08013
Slovak Republic2018IndexGDP per capita, constant prices ;SVK;Slovak Republic;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2018;2018;IDX;Index;0;Units;2010_100;2010=100;125.426107;;;2017;120.644544
Mexico1991IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1991;1991;IDX;Index;0;Units;2010_100;2010=100;80.168725;;;1990;#N/A
Mexico1992IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1992;1992;IDX;Index;0;Units;2010_100;2010=100;81.275263;;;1991;80.168725
Mexico1993IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1993;1993;IDX;Index;0;Units;2010_100;2010=100;83.156939;;;1992;81.275263
Mexico1994IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1994;1994;IDX;Index;0;Units;2010_100;2010=100;86.085866;;;1993;83.156939
Mexico1995IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1995;1995;IDX;Index;0;Units;2010_100;2010=100;84.699397;;;1994;86.085866
Mexico1996IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1996;1996;IDX;Index;0;Units;2010_100;2010=100;88.131871;;;1995;84.699397
Mexico1997IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1997;1997;IDX;Index;0;Units;2010_100;2010=100;93.966994;;;1996;88.131871
Mexico1998IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1998;1998;IDX;Index;0;Units;2010_100;2010=100;92.109821;;;1997;93.966994
Mexico1999IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1999;1999;IDX;Index;0;Units;2010_100;2010=100;95.178474;;;1998;92.109821
Mexico2000IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2000;2000;IDX;Index;0;Units;2010_100;2010=100;93.219126;;;1999;95.178474
Mexico2001IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2001;2001;IDX;Index;0;Units;2010_100;2010=100;91.110216;;;2000;93.219126
Mexico2002IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2002;2002;IDX;Index;0;Units;2010_100;2010=100;94.23231;;;2001;91.110216
Mexico2003IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2003;2003;IDX;Index;0;Units;2010_100;2010=100;91.543095;;;2002;94.23231
Mexico2004IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2004;2004;IDX;Index;0;Units;2010_100;2010=100;92.750068;;;2003;91.543095
Mexico2005IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2005;2005;IDX;Index;0;Units;2010_100;2010=100;95.270763;;;2004;92.750068
Mexico2006IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2006;2006;IDX;Index;0;Units;2010_100;2010=100;95.310298;;;2005;95.270763
Mexico2007IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2007;2007;IDX;Index;0;Units;2010_100;2010=100;94.982469;;;2006;95.310298
Mexico2008IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2008;2008;IDX;Index;0;Units;2010_100;2010=100;98.007837;;;2007;94.982469
Mexico2009IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2009;2009;IDX;Index;0;Units;2010_100;2010=100;91.561407;;;2008;98.007837
Mexico2010IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2010;2010;IDX;Index;0;Units;2010_100;2010=100;100;B;Break;2009;91.561407
Mexico2011IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2011;2011;IDX;Index;0;Units;2010_100;2010=100;99.61542;;;2010;100
Mexico2012IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2012;2012;IDX;Index;0;Units;2010_100;2010=100;101.648923;;;2011;99.61542
Mexico2013IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2013;2013;IDX;Index;0;Units;2010_100;2010=100;102.343964;;;2012;101.648923
Mexico2014IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2014;2014;IDX;Index;0;Units;2010_100;2010=100;101.504696;E;Estimated value;2013;102.343964
Mexico2015IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2015;2015;IDX;Index;0;Units;2010_100;2010=100;103.135491;E;Estimated value;2014;101.504696
Mexico2016IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2016;2016;IDX;Index;0;Units;2010_100;2010=100;104.336917;E;Estimated value;2015;103.135491
Mexico2017IndexLabour utilisation (=hours worked per head of population);MEX;Mexico;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2017;2017;IDX;Index;0;Units;2010_100;2010=100;104.873237;E;Estimated value;2016;104.336917
European Union (28 countries)1995IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1995;1995;IDX;Index;0;Units;2010_100;2010=100;78.569724;;;1994;#N/A
European Union (28 countries)1996IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1996;1996;IDX;Index;0;Units;2010_100;2010=100;79.951903;;;1995;78.569724
European Union (28 countries)1997IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1997;1997;IDX;Index;0;Units;2010_100;2010=100;82.1566;;;1996;79.951903
European Union (28 countries)1998IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1998;1998;IDX;Index;0;Units;2010_100;2010=100;84.529475;;;1997;82.1566
European Union (28 countries)1999IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1999;1999;IDX;Index;0;Units;2010_100;2010=100;86.900802;;;1998;84.529475
European Union (28 countries)2000IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2000;2000;IDX;Index;0;Units;2010_100;2010=100;90.018578;;;1999;86.900802
European Union (28 countries)2001IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2001;2001;IDX;Index;0;Units;2010_100;2010=100;91.851419;;;2000;90.018578
European Union (28 countries)2002IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2002;2002;IDX;Index;0;Units;2010_100;2010=100;92.903438;;;2001;91.851419
European Union (28 countries)2003IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2003;2003;IDX;Index;0;Units;2010_100;2010=100;93.764678;;;2002;92.903438
European Union (28 countries)2004IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2004;2004;IDX;Index;0;Units;2010_100;2010=100;95.760322;;;2003;93.764678
European Union (28 countries)2005IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2005;2005;IDX;Index;0;Units;2010_100;2010=100;97.366251;;;2004;95.760322
European Union (28 countries)2006IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2006;2006;IDX;Index;0;Units;2010_100;2010=100;100.227989;;;2005;97.366251
European Union (28 countries)2007IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2007;2007;IDX;Index;0;Units;2010_100;2010=100;102.9074;;;2006;100.227989
European Union (28 countries)2008IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2008;2008;IDX;Index;0;Units;2010_100;2010=100;103.017348;;;2007;102.9074
European Union (28 countries)2009IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2009;2009;IDX;Index;0;Units;2010_100;2010=100;98.207774;;;2008;103.017348
European Union (28 countries)2010IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2010;2010;IDX;Index;0;Units;2010_100;2010=100;100;;;2009;98.207774
European Union (28 countries)2011IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2011;2011;IDX;Index;0;Units;2010_100;2010=100;101.53248;;;2010;100
European Union (28 countries)2012IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2012;2012;IDX;Index;0;Units;2010_100;2010=100;100.891328;;;2011;101.53248
European Union (28 countries)2013IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2013;2013;IDX;Index;0;Units;2010_100;2010=100;100.965355;;;2012;100.891328
European Union (28 countries)2014IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2014;2014;IDX;Index;0;Units;2010_100;2010=100;102.530361;;;2013;100.965355
European Union (28 countries)2015IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2015;2015;IDX;Index;0;Units;2010_100;2010=100;104.631218;;;2014;102.530361
European Union (28 countries)2016IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2016;2016;IDX;Index;0;Units;2010_100;2010=100;106.451714;;;2015;104.631218
European Union (28 countries)2017IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2017;2017;IDX;Index;0;Units;2010_100;2010=100;108.837883;;;2016;106.451714
European Union (28 countries)2018IndexGDP per capita, constant prices ;EU28;European Union (28 countries);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2018;2018;IDX;Index;0;Units;2010_100;2010=100;110.708173;;;2017;108.837883
Czech Republic1993IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1993;1993;IDX;Index;0;Units;2010_100;2010=100;104.187536;;;1992;#N/A
Czech Republic1994IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1994;1994;IDX;Index;0;Units;2010_100;2010=100;104.271313;;;1993;104.187536
Czech Republic1995IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1995;1995;IDX;Index;0;Units;2010_100;2010=100;106.113082;;;1994;104.271313
Czech Republic1996IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1996;1996;IDX;Index;0;Units;2010_100;2010=100;106.515943;;;1995;106.113082
Czech Republic1997IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1997;1997;IDX;Index;0;Units;2010_100;2010=100;106.18532;;;1996;106.515943
Czech Republic1998IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1998;1998;IDX;Index;0;Units;2010_100;2010=100;105.536428;;;1997;106.18532
Czech Republic1999IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1999;1999;IDX;Index;0;Units;2010_100;2010=100;104.27221;;;1998;105.536428
Czech Republic2000IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2000;2000;IDX;Index;0;Units;2010_100;2010=100;103.627632;;;1999;104.27221
Czech Republic2001IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2001;2001;IDX;Index;0;Units;2010_100;2010=100;99.608221;;;2000;103.627632
Czech Republic2002IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2002;2002;IDX;Index;0;Units;2010_100;2010=100;100.366288;;;2001;99.608221
Czech Republic2003IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2003;2003;IDX;Index;0;Units;2010_100;2010=100;98.994012;;;2002;100.366288
Czech Republic2004IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2004;2004;IDX;Index;0;Units;2010_100;2010=100;99.347863;;;2003;98.994012
